image_id,x_min,y_min,x_max,y_max,class_id,original_width,original_height,transformed_width,transformed_height
0005e8e3701dfb1dd93d53e2ff537b6e,155.33333333333334,94.5,199.5,149.33333333333334,4,3072,3072,512,512
0005e8e3701dfb1dd93d53e2ff537b6e,155.33333333333334,94.5,199.5,149.33333333333334,8,3072,3072,512,512
0005e8e3701dfb1dd93d53e2ff537b6e,150.0,97.83333333333331,200.8333333333333,148.0,7,3072,3072,512,512
0005e8e3701dfb1dd93d53e2ff537b6e,150.0,97.83333333333331,200.8333333333333,148.0,6,3072,3072,512,512
0005e8e3701dfb1dd93d53e2ff537b6e,150.83333333333334,97.16666666666669,200.5,148.33333333333334,7,3072,3072,512,512
0007d316f756b3fa0baea2ff514ce945,309.3333333333333,156.0,337.3333333333333,175.55555555555557,13,2304,2880,512,640
0007d316f756b3fa0baea2ff514ce945,181.77777777777777,150.44444444444446,219.3333333333333,208.66666666666669,11,2304,2880,512,640
0007d316f756b3fa0baea2ff514ce945,118.88888888888889,388.4444444444444,207.11111111111111,447.33333333333337,5,2304,2880,512,640
0007d316f756b3fa0baea2ff514ce945,138.0,149.55555555555554,227.77777777777777,189.11111111111111,11,2304,2880,512,640
0007d316f756b3fa0baea2ff514ce945,178.66666666666666,159.11111111111111,190.44444444444449,204.44444444444443,13,2304,2880,512,640
0007d316f756b3fa0baea2ff514ce945,283.3333333333333,230.88888888888889,332.8888888888889,275.77777777777777,0,2304,2880,512,640
0007d316f756b3fa0baea2ff514ce945,410.44444444444446,313.1111111111111,465.1111111111111,465.77777777777777,5,2304,2880,512,640
0007d316f756b3fa0baea2ff514ce945,274.44444444444446,226.8888888888889,329.3333333333333,284.66666666666663,0,2304,2880,512,640
0007d316f756b3fa0baea2ff514ce945,175.55555555555554,140.88888888888889,232.66666666666663,161.11111111111111,11,2304,2880,512,640
0007d316f756b3fa0baea2ff514ce945,200.44444444444449,406.0,406.44444444444446,452.6666666666666,3,2304,2880,512,640
0007d316f756b3fa0baea2ff514ce945,181.77777777777777,150.44444444444446,219.3333333333333,208.66666666666669,13,2304,2880,512,640
000d68e42b71d3eac10ccc077aba07c1,2.2222222222222223,322.0,15.11111111111111,374.88888888888886,9,2304,2880,512,640
000d68e42b71d3eac10ccc077aba07c1,16.0,461.3333333333333,36.0,540.2222222222223,9,2304,2880,512,640
000d68e42b71d3eac10ccc077aba07c1,263.1111111111111,54.66666666666667,352.44444444444446,72.66666666666667,7,2304,2880,512,640
000d68e42b71d3eac10ccc077aba07c1,73.11111111111111,0.0,394.8888888888889,64.66666666666667,9,2304,2880,512,640
000d68e42b71d3eac10ccc077aba07c1,285.55555555555554,0.0,384.44444444444446,54.22222222222223,9,2304,2880,512,640
000d68e42b71d3eac10ccc077aba07c1,37.77777777777778,106.2222222222222,452.0,329.3333333333333,7,2304,2880,512,640
000d68e42b71d3eac10ccc077aba07c1,76.66666666666667,4.0,161.77777777777777,70.22222222222223,9,2304,2880,512,640
000d68e42b71d3eac10ccc077aba07c1,9.555555555555555,0.0,196.0,318.8888888888889,9,2304,2880,512,640
000d68e42b71d3eac10ccc077aba07c1,104.22222222222224,67.33333333333333,173.55555555555554,82.0,11,2304,2880,512,640
000d68e42b71d3eac10ccc077aba07c1,468.44444444444446,260.44444444444446,507.55555555555554,407.55555555555554,9,2304,2880,512,640
000d68e42b71d3eac10ccc077aba07c1,263.1111111111111,54.66666666666667,352.44444444444446,72.66666666666667,11,2304,2880,512,640
000d68e42b71d3eac10ccc077aba07c1,237.3333333333333,114.88888888888889,300.0,170.66666666666666,0,2304,2880,512,640
000d68e42b71d3eac10ccc077aba07c1,301.1111111111111,136.88888888888889,377.77777777777777,261.55555555555554,13,2304,2880,512,640
000d68e42b71d3eac10ccc077aba07c1,262.6666666666667,0.2222222222222222,466.6666666666667,329.7777777777777,9,2304,2880,512,640
000d68e42b71d3eac10ccc077aba07c1,465.1111111111111,266.6666666666667,471.77777777777777,276.44444444444446,9,2304,2880,512,640
000d68e42b71d3eac10ccc077aba07c1,461.3333333333333,260.22222222222223,500.44444444444446,400.0,9,2304,2880,512,640
00150343289f317a0ad5629d5b7d9ef9,274.7346534653465,95.54066985645932,341.63366336633663,173.32057416267943,0,2525,2508,515,512
00150343289f317a0ad5629d5b7d9ef9,166.83960396039603,214.9665071770335,390.1762376237624,273.5566188197767,3,2525,2508,515,512
00150343289f317a0ad5629d5b7d9ef9,418.9346534653465,227.01116427432217,465.4376237623762,271.311004784689,10,2525,2508,515,512
00150343289f317a0ad5629d5b7d9ef9,394.05148514851487,227.4194577352472,449.3247524752475,251.30462519936205,7,2525,2508,515,512
00150343289f317a0ad5629d5b7d9ef9,51.80594059405941,257.4290271132376,81.9920792079208,292.7464114832536,10,2525,2508,515,512
00150343289f317a0ad5629d5b7d9ef9,252.9108910891089,94.72408293460926,346.12079207920794,176.38277511961724,0,2525,2508,515,512
